x [px],y [px],t [s],t_relToExtTrigger [s]
0.00711431249419908,0.003708857811583134,0.18582253863628231,nan
0.00650458632004573,0.0037102858478117464,0.18640843292169773,nan
0.007208212326879846,0.00394029227286527,0.19722629105946482,nan
0.006999466378080247,0.0040104920480458885,0.18574360409608787,nan
0.007041636376781721,0.003843681389556066,0.18589744521315735,nan
0.006923737542165797,0.0035841623906178602,0.18572923702762012,nan
0.00699548244001862,0.0036022543552683586,0.18639617190676394,nan
0.006791841719793265,0.004072556016649082,0.1873386143123458,nan
0.006994983959775695,0.003912568283393907,0.1859736038567911,nan
0.006728052267361246,0.003855437122407344,0.185953362886984,nan
0.0066567272607822095,0.004109377967518201,0.2183583360966042,nan
0.006706034897135421,0.003884723667674007,0.20439484008071995,nan
0.006661302471048824,0.0037424591098188086,0.1931942945935449,nan
0.006930950255358723,0.003771231493695853,0.18573007772429864,nan
0.006861674020348924,0.003916707467573169,0.19731135573201883,nan
0.006705213288358462,0.0037335156333880865,0.1861662759322652,nan
0.006945493203910101,0.003977280721759156,0.18577639496720633,nan
0.0067592445925365565,0.0036938777628742784,0.20270514722853775,nan
0.006941959154761683,0.0038551069493519747,0.188271605713268,nan
0.006989871569371077,0.003715411395209687,0.19520325162557667,nan
0.006871754166445072,0.0037460653094093157,0.18661678804607315,nan
0.006968318615859194,0.003920236918244166,0.18693331037795566,nan
0.006981782551272312,0.0038280840954570644,0.18592011259917518,nan
0.0068876333591141115,0.0038513469314112765,0.1857549425357461,nan
0.0011132732791277484,0.006917051271399385,0.052827401430911324,nan
0.0014485162377740333,0.006694587881592453,0.04910991699684238,nan
0.0013313567343814676,0.006629938500573538,0.07701950521343669,nan
0.0012032639406535748,0.006857111731350129,0.05927744157100138,nan
0.0009540395003075023,0.006845018710823133,0.048869742463451535,nan
0.0010676699981824191,0.007093693617574415,0.05010807063162585,nan
0.0012869329026255374,0.006804166296202593,0.05714476983758645,nan
0.001610284945552657,0.007464634158007544,0.049408145837139796,nan
0.0009473805748341339,0.00676493281174538,0.04864743185131313,nan
0.0012867313338752401,0.006743249139600508,0.049034168124385435,nan
0.0009194379758570381,0.007050564352991737,0.0487925716085366,nan
0.0012825988750078655,0.006371791110456122,0.049978235950804785,nan
0.0009018579734680727,0.007284848643930882,0.049002355353071105,nan
0.0010298432732057839,0.006742345102938397,0.04903454248400333,nan
0.0013329166811332756,0.0065825845165216595,0.04880140788563547,nan
0.0009963702675622266,0.006533162361792457,0.04866373763997238,nan
0.0009798272702985472,0.0068148711243115655,0.04923380911965095,nan
0.0010141561087440949,0.006741146344160346,0.0596840657859342,nan
0.0008875157220836131,0.007024661925508137,0.048652016608881556,nan
0.0012909552513366463,0.007055550071163573,0.061523151184334844,nan
0.0009784846051420848,0.007175800777273891,0.048639294813216105,nan
0.0012469239921652799,0.0063740926579966065,0.04893249021474689,nan
0.0010456685747217637,0.006669246919512141,0.07838701871650797,nan
0.0009725869124964054,0.007368821885068886,0.048661985277038786,nan
0.001130063998441253,0.0069244235477642635,0.04875851601145481,nan
0.0015120624777748498,0.007112362378923145,0.04924507170066261,nan
0.0010857130445289468,0.007144578032829287,0.04865970928497215,nan
0.0010458217464432333,0.0062692164785594535,0.048691438334799504,nan
0.0008709101153625554,0.006535367053151836,0.04864093005906268,nan
0.0011862383322813186,0.006552344654763191,0.048868074099119384,nan
0.0011892668016641784,0.006582587383984134,0.09338532695871682,nan
0.0012558710733059765,0.006978260593271931,0.04942335505382763,nan
0.0013015183504009216,0.006836295558794351,0.04864236143797474,nan
0.0010841091494108736,0.006999579010420393,0.0582743120941064,nan
0.001146408422090142,0.006613044358148455,0.04919924647478134,nan
0.0010788950125266367,0.006650983860456172,0.05011868651431332,nan
0.0013754234689280752,0.006601559521926239,0.0488466162486351,nan
0.0009163123440044539,0.0066041138692565105,0.0486378943128721,nan
0.0012843142594678634,0.006907820920650291,0.048737756751446766,nan
0.0012025632207957964,0.007008919582369039,0.048797141023964194,nan
0.0013328950068607723,0.0088904348524438,0.05106984577232602,nan
0.0010243805931774356,0.008559202370103228,0.017055704626918678,nan
0.001217636153043179,0.008496651521998683,0.016591553459901542,nan
0.0012355992124582916,0.008838125212167487,0.018370361660459435,nan
0.0010214252274892497,0.008865314465461785,0.04164900545262306,nan
0.0012450323458598343,0.008957327388865245,0.01657859575046483,nan
0.0012386683972391596,0.008577970753928148,0.01652792426380021,nan
0.0030563743220996453,0.0023538719765270194,0.12809960207806922,nan
0.0032364579336977956,0.002489500387433113,0.12853083167212026,nan
0.0031244462403932924,0.0031064735560834235,0.12798732124581763,nan
0.0029776214901179937,0.0029678638963814815,0.128135047909952,nan
