x [px],y [px],t [s],t_relToExtTrigger [s]
60.402000755347316,231.60858916306367,0.002178027369664681,nan
50.04643506539592,235.33115059427197,0.0021800936144067084,nan
58.70026522588812,226.06084887668112,0.002182718209512369,nan
61.27496569337873,234.34396111529918,0.0021843488204087436,nan
42.73983444428511,222.74581109718724,0.0021855512378728182,nan
47.90123060837912,229.85096272199726,0.002187968487676617,nan
43.7921277790565,227.406431543609,0.0021885836483021117,nan
55.664357449093394,242.2255634928846,0.0021899840668053285,nan
65.15888369727156,240.4359993219354,0.00219091363342222,nan
44.50268320101974,229.18436076371503,0.002198668921424751,nan
50.40989584322543,220.78654605387888,0.0021999518466904624,nan
47.609373466005266,230.10090513071108,0.002202067818639808,nan
51.571804110451545,233.4987234512762,0.0022031427410776796,nan
51.63250652063682,225.14291254393936,0.002208053554189671,nan
61.994423594574144,228.89695482988446,0.00221051912899628,nan
48.750668628237754,231.353342524172,0.0022136501096851613,nan
54.78962533539434,232.78675234382604,0.0022146783537280836,nan
51.759214996324594,230.49829929846177,0.0022188540650398547,nan
43.53658011254281,234.34970293839953,0.0022262350289907196,nan
54.93131952653776,241.01665680835444,0.0022282484062550625,nan
58.12584241702649,235.71557545357993,0.0022295568543857615,nan
58.249298521195115,230.4257087552916,0.002231423460953197,nan
47.51461091818991,239.77359708709923,0.0022390833031169957,nan
49.54988699287379,232.72581799842555,0.0022495315628166313,nan
51.41851249878611,244.45666405245302,0.0022638768515780396,nan
58.68673681433645,228.4500093917008,0.0022730184435739266,nan
62.761172686161125,239.2472540554568,0.0022756111406620817,nan
53.79690617496469,220.10199693730837,0.002276704196105195,nan
53.91698377832341,235.20355067886456,0.0022839624338297673,nan
62.04447424006346,225.86499453251585,0.0022919230842292637,nan
57.786580583893965,234.36050801143608,0.002306732252736321,nan
51.434545296261994,229.61791760744015,0.002319009082542922,nan
54.69881696949919,239.81367956147986,0.002343909667052713,nan
59.030810581307804,233.48883420228552,0.0023484269240940715,nan
56.924615913406875,227.34907736769975,0.002357183155083309,nan
55.90547493038687,220.7222617485596,0.002389855256977802,nan
46.952140540049044,228.89867750013792,0.0023991486001622045,nan
47.15003831907285,224.80824370770108,0.002435792677201132,nan
56.12260143440933,241.8192328194652,0.0025052463549059324,nan
61.06975354520171,226.26182264487502,0.0025245389664469986,nan
55.77360971323184,246.95112769386444,0.0025501501734569334,nan
224.93551971948395,126.11714325747296,0.0025728827439974733,nan
227.19995399401174,137.77076625560696,0.0025759626307681914,nan
224.76179217892343,131.5300968213365,0.002584220935135562,nan
229.4293455353564,134.50412587393592,0.002586358723244797,nan
42.45058937540649,233.87462956789747,0.0026097039341051787,nan
230.9423636790512,135.44790296452607,0.0026242612517821673,nan
54.399858161578194,232.49617984290848,0.0026258395286200553,nan
225.4372222079815,132.852110389893,0.002662936325361942,nan
228.36161781226937,124.27841248712534,0.002704034155030288,nan
234.84936298009467,132.38500994394107,0.0027146165862487748,nan
224.95119173125573,141.87277912909516,0.002725071102124543,nan
42.64814063669948,228.3047595841902,0.0028034803344262117,nan
225.74347431714617,135.0905040675007,0.0029291570105129394,nan
45.72859569446749,236.9645440244127,0.0029939161626168277,nan
46.053928032007164,230.02090128225217,0.0030693849262059315,nan
59.529062567563614,222.84018174186323,0.003077141123288252,nan
57.54279962979994,222.47524018642105,0.0034369722608095345,nan
61.5829305651548,227.20750012653372,0.003586836010294392,nan
56.84887898744005,230.41590776149937,0.003759683681164705,nan
56.341012659712916,224.6624519838439,0.004403641258075774,nan
47.56100053553669,231.8427286801822,0.004722586535960871,nan
198.11383563332328,113.75669178875017,0.005332513831055931,nan
200.2565135998532,105.52427715210426,0.005338584342571974,nan
202.53216249108505,95.44044669667126,0.005348456231643007,nan
204.60942353975076,108.31687306654051,0.005351724881393895,nan
210.06888737250785,117.00688383516207,0.005372463442132004,nan
239.5717808168189,133.49108460967147,0.005415831378065172,nan
204.92884040351294,115.32978452487282,0.005525179802055215,nan
223.9700633714348,131.44286512233302,0.00586372833384673,nan
60.09998024421359,225.8273696306847,0.005905022727740417,nan
51.60395795229893,236.08488264856115,0.0059107945587907,nan
202.77330633624865,98.64019592670334,0.006010056190268999,nan
226.17832112021028,132.9486789016652,0.0060306537799440065,nan
201.45010298668652,111.37052767066682,0.006147296001888071,nan
216.46837314852075,114.31964253792748,0.00619146621038983,nan
133.2790047743878,66.89979873182254,0.006223706372159777,nan
135.7957225965257,67.82234790931133,0.0062264136866603155,nan
145.73611675642113,66.55696416772099,0.006227015689041771,nan
135.84940731803178,62.32790060146913,0.0062290525658074145,nan
140.87675975882922,74.70901387515212,0.0062324167839874715,nan
132.30504468539954,73.30425641106305,0.006245105522146599,nan
133.32677522889196,68.20211935544944,0.006246583929349215,nan
143.61313839866392,74.52539589125041,0.006251238735825993,nan
